Date,temperatureC,dewpointC,windspeedKMH,pressureMB,pressureTendencyMB,precipitationMM,cloudCoverOKTA,lowCloudCoverOKTA,HKm,visibilityKM,Caption,Subcaption
3/22/2015 9:00,28.6,24.4,14.4,1010.6,-0.4,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/22/2015 12:00,26.3,23.9,10.8,1012.3,1.7,0.4/6h,8,4,0.6,10,Present weather reported from a manned weather station,"Rain shower(s), slight"
3/22/2015 15:00,26.9,23.4,7.2,1013.6,1.3,0.0/3h,6,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/22/2015 18:00,26.4,22.6,3.6,1012.1,-1.5,0.0/6h,6,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
3/22/2015 21:00,25.9,23.2,10.8,1012,0.1,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
3/23/2015 0:00,25.8,23.5,7.2,1014.4,2.4,0.4/24h,8,4,0.6,12,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
3/23/2015 3:00,27.5,22.8,7.2,1014.5,0.1,0.9/3h,8,4,0.6,12,Present weather reported from a manned weather station,Haze
3/23/2015 6:00,27.4,23.8,14.4,1012.4,-2.1,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/23/2015 9:00,29,23.1,7.2,1011.8,-0.6,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/23/2015 12:00,27.9,21.6,3.6,1013.5,1.7,0.0/6h,6,2,0.6,10,Present weather reported from a manned weather station,Haze
3/23/2015 15:00,26.9,20.9,3.6,1014.9,1.4,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/23/2015 18:00,26.1,21,0,1013.6,-1.3,0.0/6h,6,2,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
3/23/2015 21:00,25.3,21.7,0,1013.8,-0.2,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
3/24/2015 0:00,26.7,21.6,3.6,1015.8,2,0.254/24h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/24/2015 3:00,27.8,22.2,7.2,1016.1,0.3,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/24/2015 6:00,29.3,23,7.2,1013.4,-2.7,0.0/6h,7,4,0.6,12,Present weather reported from a manned weather station,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e.   estimated to be more than 5 km from the station"
3/24/2015 9:00,30.9,20,7.2,1013.3,-0.1,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/24/2015 12:00,27.8,20.8,10.8,1014.6,1.3,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
3/24/2015 15:00,27.1,20.7,7.2,1015.7,1.1,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
3/24/2015 18:00,26.4,20.2,3.6,1014.3,-1.4,0.0/6h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
3/24/2015 21:00,26,20.7,3.6,1015,0.7,0.0/3h,5,3,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/25/2015 0:00,27.3,20.3,7.2,1016.1,1.1,0.0/24h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/25/2015 3:00,30.5,20.9,10.8,1017,0.9,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/25/2015 6:00,30.2,22,10.8,1015.3,-1.7,0.9/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/25/2015 9:00,29.1,22.3,7.2,1015.2,-0.1,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/25/2015 12:00,27.5,21.4,7.2,1017,1.8,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/25/2015 15:00,27,21.3,7.2,1017.6,0.6,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/25/2015 18:00,26.7,20.1,7.2,1016.3,-1.3,0.0/6h,4,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/25/2015 18:00 UTC 
3/25/2015 21:00,26.3,21,7.2,1015.9,-0.4,0.0/3h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 03/25/2015 21:00 UTC 
3/26/2015 0:00,26.1,20.3,3.6,1018,2.1,0.254/24h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/26/2015 3:00,30.6,21,10.8,1018,0,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/26/2015 6:00,32.2,20.2,18,1015.5,-2.5,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
3/26/2015 9:00,31.8,19.9,10.8,1014.9,-0.6,0.0/3h,4,2,0.6,12,Present weather reported from a manned weather station,Haze
3/26/2015 12:00,28.2,21.1,10.8,1017,2.1,0.0/6h,4,2,0.6,12,Present weather reported from a manned weather station,Haze
3/26/2015 15:00,27.6,21.1,7.2,1018.5,1.5,0.0/3h,3,1,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/26/2015 18:00,26.7,20.2,10.8,1016.9,-1.6,0.0/6h,3,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/26/2015 18:00 UTC 
3/26/2015 21:00,26.2,20.3,3.6,1016.6,-0.3,0.0/3h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 03/26/2015 21:00 UTC 
3/27/2015 0:00,26.8,20.3,3.6,1018.2,1.6,0.0/24h,7,4,0.6,12,Present weather reported from a manned weather station,Haze
3/27/2015 3:00,30.9,20.3,7.2,1017.4,-0.8,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
3/27/2015 6:00,30.3,21.3,14.4,1014.2,-3.2,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/27/2015 9:00,31.7,18.7,14.4,1013.5,-0.7,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
3/27/2015 12:00,28.7,19.4,14.4,1015.9,2.4,0.0/6h,4,1,0.6,10,Present weather reported from a manned weather station,Haze
3/27/2015 15:00,27.2,20.9,7.2,1016.5,0.6,0.0/3h,4,1,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
3/27/2015 18:00,26.6,21.9,3.6,1015.4,-1.1,0.0/6h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
3/27/2015 21:00,25.7,21.7,3.6,1014.5,-0.9,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
3/28/2015 0:00,26.9,23.1,7.2,1016.1,1.6,0.0/24h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
3/28/2015 3:00,28.4,23,10.8,1015.7,-0.4,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
3/28/2015 6:00,31.5,21.2,14.4,1012.4,-3.3,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
3/28/2015 9:00,31.1,20.6,18,1011.8,-0.6,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
3/28/2015 12:00,28.3,20.4,10.8,1014.1,2.3,0.0/6h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
3/28/2015 15:00,27.1,20,14.4,1014.9,0.8,0.0/3h,4,1,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
3/28/2015 18:00,26.4,20.2,3.6,1013.1,-1.8,0.0/6h,4,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/28/2015 18:00 UTC 
3/28/2015 21:00,25.2,20.3,3.6,1013,-0.1,0.0/3h,5,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/28/2015 21:00 UTC 
3/29/2015 0:00,27.8,21.2,7.2,1014.8,1.8,0.0/24h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
3/29/2015 3:00,29.3,21.7,14.4,1014.6,-0.2,0.0/3h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
3/29/2015 6:00,32.1,20.8,28.8,1011.4,-3.2,0.0/6h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
3/29/2015 9:00,27.6,21.1,3.7,1018.5,1.5,0.0/3h,3,1,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/29/2015 12:00,28.8,19.9,10.8,1013.9,2.6,0.0/6h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
3/29/2015 15:00,27.4,20.8,10.8,1014.2,0.3,0.0/3h,3,1,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/29/2015 18:00,26.2,21.5,7.2,1012.5,-1.7,0.0/6h,3,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/29/2015 18:00 UTC 
3/29/2015 21:00,25.5,21,3.6,1012.6,0.1,0.0/3h,4,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/29/2015 21:00 UTC 
3/30/2015 0:00,27.2,21.4,7.2,1015.4,2.8,0.0/24h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
3/30/2015 3:00,30.4,21.3,10.8,1014.8,-0.6,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
3/30/2015 6:00,33.4,20.3,10.8,1011.5,-3.3,0.0/6h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
3/30/2015 9:00,32,20.3,18,1011.5,0,0.0/3h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
3/30/2015 12:00,28.7,20.7,14.4,1013.9,2.4,0.0/6h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
3/30/2015 15:00,27.3,20.6,7.2,1015,1.1,0.0/3h,4,1,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
3/30/2015 18:00,26.3,21.2,3.6,1013.4,-1.6,0.0/6h,4,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/30/2015 18:00 UTC 
3/30/2015 21:00,25.8,21.2,7.2,1013.6,-0.2,0.0/3h,4,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 03/30/2015 21:00 UTC 
3/31/2015 0:00,27.6,20.3,10.8,1014.6,1,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
3/31/2015 3:00,30.5,22,7.2,1014.1,-0.5,0.0/3h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
3/31/2015 6:00,32.7,23,14.4,1010.9,-3.2,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
3/31/2015 9:00,31.4,23.3,14.4,1010.3,-0.6,0.0/3h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
3/31/2015 12:00,29.7,22.6,3.6,1012.7,2.4,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
3/31/2015 15:00,28.2,22.5,10.8,1013.9,1.2,0.0/3h,6,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
3/31/2015 18:00,27.3,22.1,7.2,1012.5,-1.4,0.0/6h,6,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
3/31/2015 21:00,26.9,22,3.6,1011.9,-0.6,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/1/2015 0:00,27.8,23.2,7.2,1014.2,2.3,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/1/2015 3:00,29,23.2,10.8,1013.5,-0.7,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
4/1/2015 6:00,31.5,24.1,7.2,1009.8,-3.7,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/1/2015 9:00,30.5,24.3,10.8,1009.1,-0.7,0.0/3h,6,3,0.6,14,Present weather reported from a manned weather station,Haze
4/1/2015 12:00,28.3,23.9,10.8,1010.6,1.5,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
4/1/2015 15:00,27.6,22.9,7.2,1011.7,1.1,0.0/3h,4,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/1/2015 18:00,27,22.9,3.6,1010.1,-1.6,0.0/6h,3,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/1/2015 21:00,26.3,22.2,7.2,1009,-1.1,0.0/3h,3,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/2/2015 0:00,28.7,22.8,3.6,1010.5,1.5,0.0/24h,4,2,0.6,12,Present weather reported from a manned weather station,Haze
4/2/2015 3:00,29.7,22.4,14.4,1010.6,0.1,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/2/2015 6:00,32.4,22,21.6,1007.5,-3.1,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/2/2015 9:00,31,22.3,18,1007,-0.5,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/2/2015 12:00,29.1,21.2,10.8,1009.3,2.3,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/2/2015 15:00,27,21,10.8,1010.1,0.8,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/2/2015 18:00,25.9,20.9,3.6,1008.5,-1.6,0.0/6h,5,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 04/02/2015 18:00 UTC 
4/2/2015 21:00,25.4,20.8,3.6,1008.4,-0.1,0.0/3h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 04/02/2015 21:00 UTC 
4/3/2015 0:00,27.7,20.4,7.2,1010.4,2,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/3/2015 3:00,29.1,21.7,14.4,1010.4,0,0.0/3h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
4/3/2015 6:00,32.7,20.6,14.4,1007.7,-1.7,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/3/2015 9:00,31.7,21.3,18,1006.8,-0.9,0.0/3h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
4/3/2015 12:00,29.2,21.3,7.2,1008.3,1.5,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
4/3/2015 15:00,27.5,22.2,10.8,1009.3,1,0.0/3h,6,2,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/3/2015 18:00,26.3,22.2,3.6,1008.2,-1.1,0.0/6h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 04/03/2015 18:00 UTC 
4/3/2015 21:00,25.4,23.1,3.6,1008.5,0.3,0.0/3h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 04/03/2015 21:00 UTC 
4/4/2015 0:00,27.8,20.5,3.6,1010.8,2.3,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/4/2015 6:00,31.7,22,14.4,1006.8,-3,0.0/6h,5,3,0.6,12,Present weather reported from a manned weather station,Haze
4/4/2015 9:00,30.2,22.6,10.8,1006.2,-0.6,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
4/4/2015 12:00,29,25.9,14.4,1007.7,1.5,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
4/4/2015 15:00,28.5,25.8,7.2,1008.8,1.1,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/4/2015 18:00,28.4,24.6,3.6,1007.3,-1.5,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/4/2015 21:00,27.9,24,3.6,1006.8,-0.5,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/5/2015 0:00,28.4,26,21.6,1009,2.2,0.0/24h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/5/2015 3:00,29.2,25.4,14.4,1010.5,1.5,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
4/5/2015 6:00,29.6,24.6,18,1008.2,-2.3,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
4/5/2015 9:00,29,23.1,10.8,1008.5,0.3,0.0/3h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
4/5/2015 12:00,27.7,24,7.2,1009.5,1,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
4/5/2015 15:00,28.1,24.5,3.6,1011.1,1.6,0.0/3h,8,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/5/2015 18:00,28.1,23.4,3.6,1009.5,-1.6,0.0/6h,8,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/5/2015 21:00,27.2,23.3,3.6,1009.6,0.1,0.0/3h,6,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/6/2015 0:00,29.9,23.5,7.2,1011.2,1.6,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/6/2015 3:00,33,22,14.4,1011.6,0.4,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/6/2015 6:00,34.2,23.3,7.2,1009.1,-2.5,0.0/6h,4,2,0.6,12,Present weather reported from a manned weather station,Haze
4/6/2015 9:00,33.3,23.2,3.6,1008.8,-0.3,0.0/3h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
4/6/2015 12:00,30.4,21.4,14.4,1010.7,1.9,0.0/6h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
4/6/2015 15:00,28.8,22.3,7.2,1011.7,1,0.0/3h,4,1,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/6/2015 18:00,27.7,22.1,3.6,1010.1,-1.6,0.0/6h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 04/06/2015 18:00 UTC 
4/6/2015 21:00,27.1,22.2,0,1010.6,0.5,0.0/3h,6,2,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 04/06/2015 21:00 UTC 
4/7/2015 0:00,29.6,21.6,10.8,1011.9,1.3,0.0/24h,3,1,0.6,12,Present weather reported from a manned weather station,Haze
4/7/2015 3:00,29,25.9,7.4,1007.7,1.5,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Haze
4/7/2015 6:00,32.4,21.3,18,1010.1,-1.7,0.0/6h,5,5,0.6,12,Present weather reported from a manned weather station,Haze
4/7/2015 9:00,31.7,22,10.8,1009.7,-0.4,0.0/3h,3,3,0.6,12,Present weather reported from a manned weather station,Haze
4/7/2015 12:00,28.7,19.4,14.4,1011.6,1.9,0.0/6h,2,2,0.6,10,Present weather reported from a manned weather station,Haze
4/7/2015 15:00,27.8,18.7,10.8,1012.6,1,0.0/3h,2,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/7/2015 18:00,26.6,20.6,3.6,1011.4,-1.2,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/7/2015 21:00,26.1,19.7,3.6,1011.9,0.5,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/8/2015 0:00,28.6,22,7.2,1013.8,0.2,0.0/24h,5,1,0.6,12,Present weather reported from a manned weather station,Haze
4/8/2015 3:00,29.7,22,10.8,1013.1,-0.7,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/8/2015 6:00,31.7,21.6,14.4,1010.6,-2.5,0.0/6h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/8/2015 9:00,31.5,21.2,10.8,1009.9,-0.7,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/8/2015 12:00,29,20.3,14.4,1012,2.1,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
4/8/2015 15:00,27.7,20.7,3.6,1013.6,1.6,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/8/2015 18:00,26.7,20.4,3.6,1011.8,-1.8,0.0/6h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/8/2015 21:00,26.2,20.4,3.6,1012.1,-0.3,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/9/2015 0:00,28.4,20.9,3.6,1013.6,1.5,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/9/2015 3:00,29.2,22.1,10.8,1013.1,-0.5,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/9/2015 6:00,30.8,22,7.2,1010.8,-2.3,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
4/9/2015 9:00,31.4,19.4,14.4,1010.6,-0.2,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/9/2015 12:00,28.7,19.1,10.8,1011.8,1.2,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Haze
4/9/2015 15:00,27.2,20,7.2,1013.3,1.5,0.0/3h,4,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/9/2015 18:00,26.3,20.2,3.6,1011.9,-1.4,0.0/6h,4,2,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/9/2015 21:00,25.6,20.6,3.6,1012.4,0.5,0.0/3h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/10/2015 0:00,27.7,21.2,3.6,1013.3,0.9,0.0/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/10/2015 3:00,29.4,20.1,10.8,1013.3,0,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/10/2015 6:00,31,22.4,7.2,1010.9,-2.4,0.0/6h,7,3,0.6,12,Present weather reported from a manned weather station,Haze
4/10/2015 9:00,31,21,10.8,1010.4,-0.5,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/10/2015 12:00,28.5,-,14.4,1011.7,1.3,0.0/6h,5,1,0.6,12,Present weather reported from a manned weather station,Haze
4/10/2015 15:00,27.4,20.4,7.2,1012.9,1.2,0.0/3h,4,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/10/2015 18:00,26.6,20.7,0,1012.1,-0.8,0.0/6h,4,2,0.6,10,No WW data. Ogimet extension,Broken. Night. At 04/10/2015 18:00 UTC 
4/10/2015 21:00,26.1,19.9,3.6,1012.5,0.4,0.0/3h,5,2,0.6,10,No WW data. Ogimet extension,Broken. Night. At 04/10/2015 21:00 UTC 
4/11/2015 3:00,29.8,22.2,14.4,1013.5,-0.8,0.0/3h,7,2,0.6,12,Present weather reported from a manned weather station,Haze
4/11/2015 6:00,32.3,21.8,18,1010.7,-2.8,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/11/2015 9:00,31.3,21.6,18,1010.5,-0.2,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/11/2015 12:00,28.8,21.2,7.2,1012.5,2,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/11/2015 15:00,27.5,20.2,7.2,1013.8,1.3,0.0/3h,4,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/11/2015 18:00,26.3,20.2,0,1012.7,-1.1,0.0/6h,4,2,0.6,10,No WW data. Ogimet extension,Broken. Night. At 04/11/2015 18:00 UTC 
4/11/2015 21:00,25.6,19.6,0,1012.8,0.1,0.0/3h,4,1,0.6,10,No WW data. Ogimet extension,Broken. Night. At 04/11/2015 21:00 UTC 
4/12/2015 0:00,27.3,20.6,7.2,1014.3,1.5,0.0/24h,3,3,0.6,12,Present weather reported from a manned weather station,Haze
4/12/2015 3:00,29.6,21.4,10.8,1014.3,0,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/12/2015 6:00,32.6,23.2,14.4,1011.2,-3.1,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/12/2015 9:00,32.2,21.6,14.4,1010.5,-0.7,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/12/2015 12:00,29,22.5,14.4,1012.5,2,0.0/6h,4,1,0.6,10,Present weather reported from a manned weather station,Haze
4/12/2015 15:00,27.8,22.6,10.8,1014.3,1.8,0.0/3h,4,2,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/12/2015 18:00,27.6,20.3,3.6,1013.2,-1.1,0.0/6h,5,2,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/12/2015 21:00,26.5,21.8,0,1012.8,-0.4,0.0/3h,6,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/13/2015 0:00,27.2,23.7,7.2,1014.2,1.4,0.0/24h,4,1,0.6,12,Present weather reported from a manned weather station,Haze
4/13/2015 3:00,30.1,23.7,10.8,1013.4,-0.8,0.0/3h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/13/2015 6:00,32,23.4,7.2,1010.1,-3.3,0.0/6h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/13/2015 9:00,30.7,24.5,14.4,1009.1,-1,0.0/3h,5,3,0.6,12,Present weather reported from a manned weather station,Haze
4/13/2015 12:00,28.8,25.3,7.2,1011.5,2.4,0.0/6h,6,3,0.6,10,Present weather reported from a manned weather station,Haze
4/13/2015 15:00,28.2,22.4,10.8,1012.9,1.4,0.254/3h,7,3,0.6,10,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
4/13/2015 18:00,27.2,22.6,10.8,1011.2,-1.7,0.254/6h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/13/2015 21:00,26.5,22.7,14.4,1011.6,0.4,0.0/3h,7,3,0.6,10,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
4/14/2015 0:00,28.4,22.7,3.6,1012.8,1.2,0.254/24h,6,2,0.6,12,Present weather reported from a manned weather station,Haze
4/14/2015 3:00,29.8,23.4,10.8,1013.5,0.7,0.0/3h,6,3,0.6,12,Present weather reported from a manned weather station,Haze
4/14/2015 6:00,32.7,23.7,14.4,1010.3,-3.2,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/14/2015 9:00,31.5,22,10.8,1009.7,-0.6,0.0/3h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/14/2015 12:00,28.6,21.7,18,1011.9,2.2,0.0/6h,5,2,0.6,12,Present weather reported from a manned weather station,Haze
4/14/2015 15:00,27.9,21.4,7.2,1013,1.1,0.0/3h,4,2,0.6,10,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
4/14/2015 18:00,27.3,21,10.8,1011.6,-1.4,0.0/6h,6,3,0.6,10,No WW data. Ogimet extension,Overcast. Night. At 04/14/2015 18:00 UTC 
